player_id,nome,eta,genere,paese,città,mestiere,istruzione,soddisfazione,classe_personaggio,livello,salute_media,attacco_medio,destrezza,oggetti_usati,numero_battaglie,numero_vittorie,numero_sconfitte,tempo_totale_giocato,crediti_attuali,spesa_mensile,numero_acquisti,tipo_acquisti,abbonamento_attivo,rimborso_totale,giorni_attivi,sessioni_giornaliere_medie,durata_media_sessione,ora_punta_login,giorno_settimana_attivo,pausa_media_tra_sessioni,tipo_dispositivo,versione_app,numero_crash,latency_media,bug_rilevati,cluster_comportamentale,canale_acquisizione,campagne_risposta,profilo_social_integrato
15684,Mallory,13.0,F,Cyprus,Rioschester,"Therapist, sports",Scuola Media,6,Mago,73,87.0,48.0,11,"Scudo,Scudo",344,378,231,10013,3428.0,2.0,68,"Spada,Medaglione",0,382,193,3.5,135,14,Ven,71.2,Mobile,1.2,3,113,8,Casual,Referral,10,0
15685,Scott,,F,Gabon,Marthaport,Environmental health practitioner,Post-Laurea,6,Ladro,94,70.0,48.0,16,"Scudo,Bomba,Medaglione",398,337,305,13003,2742.0,0.0,63,"Spada,Medaglione,Scudo",1,857,148,4.8,9,11,Sab,57.5,Mobile,1.1,9,112,0,Casual,Organic,19,1
15686,Charles,30.0,F,San Marino,East Tommyland,"Horticulturist, amenity",Università,2,Ladro,61,74.0,18.0,15,Medaglione,40,39,106,4062,3346.0,5.0,84,Pozione,0,273,184,0.8,158,10,Lun,22.7,PC,1.2,5,57,2,Hardcore,Pubblicità,7,0
15687,Carrie,49.0,F,Greece,Morrisonshire,Medical secretary,Università,4,Ladro,15,20.0,25.0,18,Bomba,255,292,444,4175,847.0,25.0,28,"Medaglione,Scudo,Bomba",0,262,5,3.0,151,10,Ven,30.9,PC,1.1,6,247,9,Hardcore,Pubblicità,6,0
15688,Mark,54.0,F,Russian Federation,Staceymouth,Armed forces logistics/support/administrative officer,Università,8,Mago,3,91.0,20.0,1,"Medaglione,Bomba,Spada",5,137,206,7553,2864.0,6.0,10,"Scudo,Medaglione,Pozione",0,738,182,1.1,117,13,Gio,47.7,Mobile,1.2,3,157,3,Casual,Referral,1,0
15689,Tommy,57.0,M,Hungary,New Toddmouth,"Journalist, magazine",Superiore,4,Mago,59,94.0,,9,"Pozione,Scudo,Spada",133,227,102,17183,354.0,,73,Bomba,0,157,75,4.7,112,10,Sab,2.3,PC,1.0,5,274,7,Hardcore,Referral,3,0
15690,Ryan,19.0,M,Seychelles,North Anitaberg,Rural practice surveyor,Superiore,10,Ladro,57,28.0,21.0,16,"Medaglione,Medaglione,Bomba",130,338,250,150,3967.0,5.0,7,"Spada,Spada",0,637,67,1.2,10,15,Lun,55.3,PC,1.2,6,254,7,Casual,Organic,17,1
15691,Mark,39.0,F,Jersey,Maddenhaven,"Engineer, technical sales",Università,5,Guerriero,51,92.0,8.0,7,Spada,33,453,45,19983,2911.0,,35,"Spada,Scudo",0,687,11,0.9,156,22,Mer,67.5,PC,1.2,3,76,8,Casual,Organic,3,0
15692,Arthur,56.0,F,Brazil,Turnermouth,Speech and language therapist,Superiore,2,Ladro,41,65.0,19.0,2,"Bomba,Pozione,Pozione",217,9,495,8119,4401.0,17.0,98,"Scudo,Scudo",1,112,270,3.0,11,14,Mer,10.0,Mobile,1.2,6,189,7,Spender,Pubblicità,12,0
15693,Seth,19.0,F,Niger,Jacobsonchester,Logistics and distribution manager,Scuola Media,5,Mago,66,91.0,24.0,14,"Medaglione,Spada,Medaglione",343,321,150,14235,4838.0,86.0,83,"Spada,Bomba",0,142,362,2.1,48,20,Mer,15.5,Tablet,1.2,4,36,8,Hardcore,Organic,19,0
15694,Brooke,58.0,F,Andorra,Shariport,"Nurse, children's",Università,3,Guerriero,92,55.0,19.0,9,"Pozione,Scudo,Spada",444,420,480,14360,3795.0,11.0,40,"Bomba,Medaglione,Medaglione",1,310,237,2.4,134,12,Mar,34.0,PC,1.1,3,98,1,Casual,Pubblicità,6,1
15695,Jessica,23.0,M,Burundi,Williamsbury,"Surveyor, land/geomatics",Scuola Media,8,Ladro,33,47.0,11.0,18,"Scudo,Medaglione,Pozione",23,306,297,5431,3597.0,4.0,63,Bomba,0,685,23,0.8,5,15,Mar,48.2,Mobile,1.2,0,258,8,Hardcore,Pubblicità,18,1
15696,Brandon,39.0,F,Greenland,South Kevin,"Librarian, academic",Scuola Media,1,Guerriero,100,46.0,39.0,14,"Medaglione,Bomba",424,24,490,3149,1892.0,9.0,18,"Scudo,Spada,Medaglione",0,117,40,2.2,102,3,Mer,31.2,Mobile,1.1,6,279,7,Casual,Pubblicità,10,0
15697,Joseph,66.0,M,Mexico,Moraleschester,Catering manager,Superiore,10,Guerriero,72,62.0,27.0,19,"Spada,Bomba",183,429,214,19932,3649.0,4.0,74,"Pozione,Bomba",0,55,358,2.8,171,6,Sab,15.3,Mobile,1.0,2,81,9,Casual,Pubblicità,2,1
15698,Jennifer,16.0,F,Spain,South Brandy,Wellsite geologist,Scuola Media,6,Guerriero,29,23.0,6.0,15,Medaglione,64,205,286,19787,954.0,24.0,7,"Spada,Medaglione",1,26,318,2.4,6,15,Dom,57.3,Mobile,1.2,5,235,6,Casual,Organic,1,0
15699,Michael,54.0,F,Latvia,Port Stephanie,Chartered accountant,Scuola Media,9,Ladro,38,56.0,19.0,18,"Spada,Medaglione,Spada",33,43,235,2781,1159.0,7.0,70,"Pozione,Bomba,Scudo",1,935,189,1.4,61,10,Gio,36.1,PC,1.1,5,182,9,Casual,Pubblicità,12,0
15700,Keith,28.0,M,Sweden,Chapmanmouth,Metallurgist,Scuola Media,6,Guerriero,63,60.0,42.0,9,Bomba,279,272,55,1416,1603.0,3.0,14,Scudo,0,24,75,2.3,55,9,Gio,70.1,PC,1.2,7,147,5,Casual,Pubblicità,2,0
15701,Nicole,56.0,F,Antarctica (the territory South of 60 deg S),East Stephenside,Site engineer,Scuola Media,7,Mago,68,51.0,41.0,3,"Medaglione,Spada,Pozione",291,434,407,19152,,14.0,8,"Medaglione,Scudo,Medaglione",0,410,122,2.0,20,14,Ven,29.5,Mobile,2.0,9,213,7,Casual,Referral,14,0
15702,Eric,18.0,M,Gabon,Perkinsborough,Armed forces training and education officer,Superiore,7,Guerriero,99,,23.0,11,"Scudo,Spada,Bomba",198,486,131,10880,82.0,19.0,12,Medaglione,1,270,10,3.6,47,9,Mer,7.4,PC,1.0,3,273,9,Casual,Pubblicità,18,0
15703,Antonio,32.0,M,Greenland,North Joseph,Musician,Superiore,1,Guerriero,61,49.0,39.0,15,"Medaglione,Bomba,Bomba",162,316,18,8367,1959.0,1.0,56,Bomba,0,375,357,2.7,37,14,Ven,15.0,PC,2.0,4,259,8,Casual,Pubblicità,0,0
15704,Patricia,38.0,M,Cyprus,Ayalaton,Academic librarian,Superiore,3,Ladro,95,100.0,32.0,7,"Pozione,Medaglione",476,85,428,4498,4283.0,14.0,51,Spada,0,939,293,1.9,52,18,Gio,28.8,PC,1.1,4,148,5,Casual,Organic,10,0
15705,Brandi,51.0,F,India,Bergtown,Land,Università,7,Mago,77,30.0,44.0,1,"Bomba,Bomba,Scudo",178,207,235,19339,,4.0,36,"Scudo,Medaglione,Scudo",0,777,338,4.4,164,8,Gio,70.9,PC,2.0,6,263,2,Hardcore,Organic,18,0
15706,Alexandra,18.0,F,Swaziland,East Seanland,Sales promotion account executive,Università,8,Guerriero,75,66.0,20.0,12,Medaglione,413,306,120,2129,2378.0,3.0,5,Medaglione,1,832,258,1.3,144,18,Mar,58.9,Mobile,1.2,3,198,3,Casual,Referral,9,0
15707,Timothy,45.0,F,Equatorial Guinea,Lake Jenniferchester,"Presenter, broadcasting",Superiore,8,Mago,25,24.0,31.0,17,"Medaglione,Spada",249,110,298,13850,893.0,,3,"Pozione,Pozione,Medaglione",1,43,342,3.9,111,8,Lun,67.9,Mobile,1.1,2,255,6,Hardcore,Organic,4,1
15708,Amy,32.0,M,Cape Verde,East Patrick,Museum education officer,Università,5,Guerriero,94,38.0,34.0,7,"Bomba,Scudo",108,24,251,8459,3158.0,4.0,53,Medaglione,0,189,3,0.6,96,12,Lun,70.6,Mobile,1.1,5,104,5,Casual,Organic,12,0
15709,Shelia,49.0,M,United Kingdom,New Katherine,Health and safety adviser,Superiore,2,Guerriero,24,97.0,7.0,20,"Scudo,Medaglione",114,341,441,17147,48.0,7.0,13,Scudo,1,856,291,1.8,39,10,Mer,31.2,Mobile,1.2,8,140,3,Spender,Pubblicità,19,0
15710,Cynthia,,F,Egypt,East Johnny,Primary school teacher,Università,8,Mago,17,42.0,39.0,18,Spada,61,413,197,8598,1962.0,9.0,74,"Bomba,Pozione",0,402,255,2.4,94,19,Gio,7.8,PC,2.0,1,18,5,Casual,Referral,6,0
15711,Travis,33.0,F,Austria,New David,Recruitment consultant,Scuola Media,9,Mago,43,,42.0,8,"Bomba,Medaglione,Medaglione",325,93,192,9683,900.0,37.0,42,"Pozione,Spada,Scudo",0,939,156,0.6,27,10,Ven,18.4,PC,1.1,9,27,0,Casual,Pubblicità,8,0
15712,Brandi,44.0,F,Kenya,Debrafurt,"Doctor, hospital",Università,4,Ladro,66,,7.0,10,"Medaglione,Bomba",142,178,63,382,230.0,4.0,58,Pozione,0,191,69,3.1,146,10,Mer,49.0,PC,1.2,1,71,2,Hardcore,Organic,7,0
15713,Tony,55.0,M,Libyan Arab Jamahiriya,Grayfort,Jewellery designer,Università,7,Guerriero,24,35.0,19.0,15,"Spada,Spada",149,349,30,12459,4690.0,23.0,76,"Medaglione,Spada,Medaglione",0,227,165,1.3,32,18,Sab,2.2,PC,1.1,7,92,3,Casual,Pubblicità,4,1
15714,Shane,49.0,M,Dominica,Larachester,Medical laboratory scientific officer,Università,1,Guerriero,11,44.0,7.0,13,"Spada,Medaglione",298,358,449,4899,1464.0,6.0,9,"Scudo,Medaglione",1,698,4,2.7,175,21,Mar,5.0,PC,1.2,8,114,8,Casual,Pubblicità,5,0
15715,Barbara,36.0,M,Djibouti,South Jason,Biomedical engineer,Università,3,Guerriero,94,69.0,27.0,19,"Scudo,Spada,Scudo",315,9,134,6130,3103.0,22.0,28,"Spada,Scudo,Bomba",1,458,128,1.6,171,15,Mer,71.1,PC,2.0,0,277,3,Casual,Pubblicità,11,1
15716,Ryan,,F,Kiribati,New Erikmouth,Passenger transport manager,Superiore,4,Mago,72,20.0,15.0,14,Bomba,444,410,468,10423,1091.0,9.0,97,"Pozione,Pozione,Bomba",0,580,138,0.5,129,11,Lun,59.8,PC,1.0,8,195,7,Casual,Pubblicità,17,0
15717,Megan,,F,Iceland,East Sierra,Energy manager,,2,Mago,6,83.0,49.0,4,Bomba,272,6,284,12230,4449.0,7.0,56,"Medaglione,Scudo",0,281,38,4.4,154,22,Mer,44.9,PC,2.0,9,61,4,Casual,Pubblicità,19,0
15718,Laura,62.0,M,Saint Kitts and Nevis,Glassstad,Fashion designer,Superiore,7,Mago,51,55.0,48.0,17,"Scudo,Spada,Scudo",242,338,396,1447,4057.0,52.0,21,"Pozione,Scudo",1,903,218,4.1,102,15,Ven,69.9,Tablet,1.2,0,55,1,Hardcore,Pubblicità,14,0
15719,Lauren,,F,Aruba,Paultown,"Engineer, mining",Scuola Media,5,Guerriero,25,25.0,6.0,6,"Scudo,Spada,Medaglione",479,334,317,17868,3024.0,8.0,92,Pozione,0,944,95,4.7,22,9,Mar,23.2,PC,1.2,8,37,2,Hardcore,Pubblicità,0,0
15720,Brian,53.0,F,Cameroon,Jacksonchester,Electronics engineer,Superiore,1,Mago,66,85.0,33.0,15,"Spada,Spada,Bomba",210,479,140,10596,4874.0,12.0,65,"Pozione,Medaglione,Pozione",1,566,133,4.8,18,9,Mar,66.2,Mobile,1.0,8,147,3,Hardcore,Referral,5,0
15721,Patricia,32.0,F,Sudan,South Darrenside,Human resources officer,Superiore,4,,31,66.0,25.0,18,"Pozione,Pozione",498,227,106,14941,2544.0,0.0,1,"Scudo,Pozione",0,514,116,2.9,23,13,Sab,42.2,Mobile,1.2,9,136,8,Casual,Organic,16,0
15722,Donna,31.0,M,Swaziland,Port Michael,Retail manager,Università,9,Guerriero,70,28.0,27.0,8,"Bomba,Scudo",227,15,2,7774,1858.0,8.0,58,"Scudo,Scudo,Medaglione",0,600,168,2.2,90,17,Mar,21.5,PC,2.0,5,55,6,Casual,Pubblicità,18,0
15723,Rebecca,13.0,F,Jordan,South Scott,"Scientist, biomedical",Superiore,4,Guerriero,78,,20.0,11,"Spada,Scudo,Spada",352,55,367,5752,846.0,6.0,40,Spada,1,105,22,2.1,174,8,Mer,55.9,Mobile,1.2,8,123,8,Spender,Referral,10,0
15724,Thomas,13.0,M,Israel,Tanyaview,"Research officer, trade union",,2,Guerriero,36,67.0,31.0,11,"Medaglione,Pozione",241,330,310,5424,1110.0,4.0,10,"Medaglione,Bomba,Bomba",0,616,150,3.7,73,13,Lun,47.7,PC,1.2,3,237,8,Casual,Pubblicità,0,0
15725,Heather,13.0,F,New Zealand,Port Emily,Leisure centre manager,Superiore,6,Ladro,79,52.0,9.0,13,"Spada,Medaglione",395,387,219,17957,474.0,9.0,64,Pozione,0,918,99,1.6,106,8,Gio,38.3,Mobile,2.0,4,29,4,Casual,Pubblicità,2,0
15726,Rebecca,18.0,M,Fiji,Michellebury,Medical laboratory scientific officer,Università,10,Guerriero,60,78.0,5.0,8,Medaglione,306,182,116,17459,4613.0,29.0,29,Medaglione,1,850,48,4.8,121,12,Sab,28.5,PC,1.2,0,131,1,Hardcore,Pubblicità,11,0
15727,Trevor,61.0,F,United Kingdom,Stevenville,Corporate treasurer,Superiore,8,Mago,68,78.0,46.0,19,Pozione,135,278,424,9423,1915.0,24.0,72,"Spada,Spada",1,59,279,3.3,76,1,Sab,4.9,Mobile,1.0,2,264,5,Hardcore,Organic,17,0
15728,Harry,56.0,F,Turkmenistan,West Alyssaton,Sports development officer,Università,7,Guerriero,4,58.0,10.0,20,"Pozione,Spada,Pozione",211,75,196,1835,1889.0,5.0,35,"Spada,Scudo",0,876,65,0.5,16,9,Lun,69.7,PC,1.1,5,194,2,Casual,Pubblicità,14,0
15729,Austin,28.0,M,Mexico,Port Melissaborough,Retail manager,Post-Laurea,5,Guerriero,19,37.0,40.0,10,"Bomba,Spada",451,387,254,2806,1311.0,2.0,43,"Spada,Spada,Scudo",0,216,96,3.2,11,10,Gio,62.9,Mobile,1.2,9,22,2,Casual,Referral,0,1
15730,Todd,38.0,M,Malaysia,South William,"Librarian, academic",Superiore,3,Guerriero,19,40.0,22.0,2,"Pozione,Spada",185,418,452,15696,1882.0,,36,Pozione,0,65,322,1.8,131,0,Dom,41.6,Mobile,1.0,6,128,2,Hardcore,Organic,10,1
15731,Cynthia,51.0,,Slovenia,West Rebecca,Recruitment consultant,Superiore,4,Ladro,83,89.0,38.0,13,Spada,260,277,431,349,3394.0,5.0,50,"Bomba,Bomba,Pozione",0,346,139,2.6,53,9,Mar,51.5,PC,1.1,3,213,3,Casual,Pubblicità,17,0
15732,Katherine,53.0,M,Uganda,Brendachester,"Engineer, materials",Scuola Media,2,Guerriero,64,,8.0,11,"Medaglione,Bomba,Spada",30,418,135,14243,4006.0,7.0,74,Medaglione,0,773,275,2.7,98,10,Sab,4.3,PC,1.2,2,161,7,Spender,Referral,14,0
15733,Kimberly,21.0,M,Monaco,South Jeremymouth,"Scientist, biomedical",Università,8,Mago,57,69.0,25.0,9,"Bomba,Medaglione",493,198,480,2438,2680.0,6.0,24,"Bomba,Medaglione,Scudo",0,727,104,1.0,179,1,Gio,45.7,Mobile,1.2,9,163,0,Casual,Pubblicità,8,1
15734,Darren,23.0,F,Mauritius,Lake Shannonmouth,Copy,Università,9,Guerriero,7,22.0,35.0,16,"Bomba,Scudo,Bomba",265,134,247,14603,4955.0,5.0,59,"Pozione,Medaglione,Spada",0,442,60,1.5,119,13,Mer,51.1,Mobile,1.1,0,163,9,Casual,Organic,13,0
15735,Brian,16.0,F,Tanzania,South Kathy,"Teacher, primary school",Università,6,Mago,28,,13.0,7,"Bomba,Bomba,Pozione",359,192,473,12749,180.0,13.0,52,Medaglione,0,469,300,0.6,61,6,Gio,68.6,PC,1.2,7,44,7,Hardcore,Pubblicità,9,0
15736,Brandon,,F,Gibraltar,Knoxbury,Quantity surveyor,Scuola Media,9,Guerriero,41,,35.0,14,"Scudo,Spada",153,286,48,18903,,9.0,73,Scudo,0,298,190,1.5,109,10,Dom,68.3,PC,1.2,2,243,6,Casual,Referral,11,0
15737,Stacy,61.0,M,Heard Island and McDonald Islands,Stuartfurt,Museum/gallery exhibitions officer,Scuola Media,9,Ladro,7,70.0,27.0,3,Scudo,87,484,300,4448,1737.0,,53,"Bomba,Scudo,Medaglione",0,670,234,2.2,13,7,Dom,39.9,PC,1.0,3,138,9,Casual,Organic,9,0
15738,Drew,58.0,F,Bahrain,East Valerieside,Automotive engineer,Scuola Media,2,Guerriero,83,42.0,16.0,9,"Bomba,Medaglione",204,463,253,6969,3256.0,12.0,70,"Scudo,Scudo",0,964,289,4.0,89,0,Mar,65.7,PC,1.1,9,59,9,Casual,Organic,2,0
15739,Brandon,43.0,M,Saint Lucia,Campbelltown,Building services engineer,Università,10,Guerriero,36,54.0,45.0,1,"Spada,Medaglione,Pozione",217,223,119,19291,4081.0,2.0,54,"Medaglione,Spada,Spada",0,511,104,1.2,124,18,Ven,11.5,Mobile,1.2,5,92,3,Casual,Referral,3,0
15740,Andrew,29.0,F,Slovakia (Slovak Republic),Port Jessicaton,"Restaurant manager, fast food",Scuola Media,5,Guerriero,21,80.0,27.0,13,"Scudo,Bomba",304,256,278,6450,3211.0,1.0,13,Bomba,0,531,282,0.9,121,18,Lun,8.1,Tablet,1.2,3,10,1,Casual,Organic,16,1
15741,Elizabeth,46.0,M,Seychelles,East Rachelchester,"Engineer, petroleum",Scuola Media,4,Guerriero,81,24.0,9.0,3,Medaglione,354,282,234,18694,3651.0,7.0,31,Scudo,0,572,26,0.7,42,20,Mar,24.2,PC,1.0,6,291,1,Casual,Organic,17,0
15742,Cassandra,49.0,F,Slovenia,Brianburgh,Sales promotion account executive,Superiore,1,Mago,28,40.0,,8,Spada,43,101,135,15674,2796.0,1.0,92,"Pozione,Scudo",1,244,340,4.8,166,13,Lun,9.9,Mobile,1.2,9,201,1,Hardcore,Pubblicità,7,1
15743,Matthew,20.0,F,Congo,East Tylerton,"Engineer, materials",Superiore,4,Ladro,18,86.0,12.0,17,"Medaglione,Pozione,Scudo",459,92,457,906,4581.0,5.0,84,"Bomba,Spada,Medaglione",0,342,189,4.2,173,22,Sab,49.7,Mobile,1.2,6,54,8,Casual,Pubblicità,10,0
15744,Kimberly,31.0,F,Estonia,Lake Kevinmouth,Trade union research officer,Superiore,4,Mago,42,34.0,29.0,12,Scudo,315,145,136,4929,2902.0,,77,"Bomba,Spada,Pozione",0,125,263,2.7,52,11,Lun,62.1,PC,1.2,5,112,6,Casual,Pubblicità,0,0
15745,John,19.0,M,South Georgia and the South Sandwich Islands,West Aaron,Television floor manager,Università,5,Mago,28,71.0,48.0,20,"Spada,Bomba,Spada",78,158,269,1477,2841.0,13.0,82,"Pozione,Pozione,Bomba",0,61,199,3.9,36,12,Ven,32.0,PC,2.0,9,183,5,Spender,Organic,7,0
15746,Catherine,14.0,F,Northern Mariana Islands,Port Ashley,Senior tax professional/tax inspector,Università,7,Guerriero,68,92.0,,4,Medaglione,49,409,462,8505,1645.0,20.0,95,"Medaglione,Medaglione",0,388,116,3.4,94,21,Mar,19.9,PC,1.0,1,229,1,Casual,Pubblicità,15,1
15747,Scott,55.0,F,Saudi Arabia,New Peter,Learning disability nurse,Università,7,Guerriero,4,31.0,11.0,16,"Pozione,Scudo",43,93,462,3332,4491.0,6.0,38,"Medaglione,Pozione,Scudo",0,299,122,1.7,96,8,Ven,28.0,PC,1.0,6,148,7,Spender,Organic,18,1
15748,Jonathan,65.0,M,Somalia,New Danielle,"Administrator, charities/voluntary organisations",Università,5,Mago,67,,,14,"Medaglione,Spada",240,439,187,1436,3696.0,5.0,99,"Scudo,Spada",0,480,71,2.0,70,22,Lun,67.2,Mobile,1.1,7,179,2,Casual,Organic,19,0
15749,Victoria,48.0,M,Pitcairn Islands,Tanyahaven,Trade union research officer,Post-Laurea,6,Mago,3,26.0,28.0,6,Scudo,409,365,428,11318,1413.0,5.0,81,Bomba,0,228,240,3.3,95,20,Gio,43.1,Mobile,2.0,5,268,4,Casual,Referral,2,1
15750,Jeremy,50.0,F,Solomon Islands,South Gregory,Geophysical data processor,Post-Laurea,6,Ladro,76,73.0,,9,Scudo,74,486,54,1570,746.0,15.0,71,"Medaglione,Pozione",0,379,308,2.9,131,16,Dom,21.8,PC,1.2,0,271,4,Spender,Organic,9,0
15751,Brandon,18.0,F,Portugal,Boydburgh,Oceanographer,Superiore,3,Mago,98,36.0,36.0,7,"Scudo,Scudo,Medaglione",63,105,101,5436,909.0,24.0,47,"Bomba,Bomba",1,932,272,1.6,166,11,Ven,46.3,Mobile,2.0,1,82,4,Casual,Referral,0,0
15752,John,25.0,M,Belarus,South Joseville,Geophysical data processor,Post-Laurea,9,Guerriero,96,72.0,25.0,16,"Scudo,Pozione,Bomba",226,430,16,9146,475.0,13.0,17,Bomba,0,143,330,3.7,57,12,Lun,24.6,Mobile,2.0,2,161,7,Casual,Referral,13,0
15753,Gregory,56.0,M,Pakistan,Trevinotown,Corporate investment banker,Superiore,3,Guerriero,93,56.0,19.0,18,Bomba,302,131,108,6041,2754.0,12.0,65,Pozione,0,980,86,0.7,171,9,Mar,22.4,Mobile,1.0,6,287,5,Spender,Organic,4,0
15754,Tyrone,21.0,F,Honduras,North Janeberg,Podiatrist,Superiore,5,,90,21.0,16.0,18,"Medaglione,Medaglione,Bomba",321,185,456,10114,2642.0,4.0,24,Spada,0,429,51,1.7,28,11,Sab,31.4,PC,2.0,8,292,7,Hardcore,Organic,2,0
15755,Julie,38.0,F,Mauritius,Sarahbury,Naval architect,Università,8,Ladro,7,22.0,46.0,3,"Spada,Medaglione,Medaglione",64,402,332,539,3461.0,6.0,43,"Spada,Medaglione",0,253,78,2.1,172,11,Lun,35.8,PC,1.2,9,176,7,Casual,Pubblicità,8,0
15756,William,44.0,M,Chad,North William,Personal assistant,Superiore,1,Mago,47,38.0,25.0,17,Medaglione,149,438,361,18121,2479.0,17.0,11,Pozione,0,234,353,0.9,134,10,Mer,36.0,Mobile,2.0,6,176,5,Casual,Organic,4,1
15757,Donald,31.0,M,Hong Kong,Carolineside,Hotel manager,Università,9,Guerriero,42,,35.0,20,"Medaglione,Bomba",24,291,461,10299,1252.0,4.0,46,"Scudo,Pozione,Scudo",0,311,347,3.1,57,8,Mar,35.8,Mobile,1.2,0,29,5,Hardcore,Organic,4,0
15758,Robert,47.0,F,Niger,Port Christopherberg,Local government officer,Università,8,Guerriero,11,77.0,20.0,3,"Pozione,Spada",243,174,89,13191,1650.0,34.0,86,"Spada,Scudo",0,788,225,1.8,43,12,Dom,18.3,Mobile,1.2,6,158,6,Casual,Referral,8,0
15759,Jessica,26.0,F,Andorra,Gonzalezside,Clinical embryologist,,6,Ladro,55,60.0,25.0,7,"Scudo,Spada",296,65,43,3646,975.0,28.0,50,Scudo,1,550,34,4.6,19,1,Mer,69.4,PC,1.0,4,34,3,Casual,Organic,15,0
15760,Hailey,50.0,F,Afghanistan,Griffinhaven,Sales promotion account executive,Superiore,3,Mago,98,99.0,24.0,4,Scudo,51,176,386,4978,3304.0,4.0,77,"Bomba,Medaglione,Pozione",1,740,274,4.3,38,10,Gio,67.3,PC,1.2,2,260,9,Casual,Pubblicità,15,0
15761,David,36.0,M,Bahamas,West Patrick,"Accountant, chartered certified",Superiore,2,Ladro,93,82.0,26.0,1,Spada,73,406,231,1860,1146.0,4.0,87,Spada,0,116,136,1.2,36,10,Mer,34.9,PC,2.0,3,113,6,Casual,Organic,12,0
15762,Chad,67.0,F,Kiribati,New Samuel,Immunologist,Superiore,7,Guerriero,14,62.0,10.0,16,Spada,351,181,198,11418,3430.0,7.0,60,Medaglione,0,595,58,2.1,57,23,Mar,24.9,PC,1.1,1,245,4,Hardcore,Pubblicità,13,1
15763,Michael,43.0,F,Swaziland,Carlsonport,Site engineer,Post-Laurea,3,Ladro,85,84.0,43.0,5,"Scudo,Pozione,Scudo",407,301,355,1914,4901.0,22.0,13,Spada,1,140,360,4.7,167,9,Sab,29.3,Mobile,1.1,4,48,2,Casual,Pubblicità,6,0
15764,Edward,32.0,F,Singapore,Kennethtown,"Geologist, wellsite",Scuola Media,9,Mago,65,20.0,33.0,4,"Pozione,Bomba",462,455,114,1329,4944.0,9.0,75,"Pozione,Medaglione,Scudo",0,907,332,2.7,11,11,Mer,1.2,Mobile,1.2,1,295,1,Spender,Pubblicità,4,0
15765,Justin,23.0,F,France,Lopezfort,Chief of Staff,Scuola Media,5,Guerriero,12,27.0,48.0,9,Bomba,88,30,472,15281,2614.0,34.0,97,"Spada,Pozione,Pozione",0,49,356,3.3,129,15,Dom,14.0,Mobile,1.1,6,57,8,Casual,Organic,1,0
15766,Christy,67.0,F,Palau,South Mary,Commissioning editor,Università,8,Ladro,19,88.0,48.0,2,"Medaglione,Pozione,Spada",206,6,281,12661,3806.0,32.0,46,"Bomba,Bomba",0,751,338,2.0,136,10,Mar,1.8,Mobile,2.0,5,243,3,Casual,Organic,1,0
15767,Renee,24.0,F,Georgia,South Jonathan,"Teacher, English as a foreign language",Superiore,3,Mago,39,62.0,7.0,6,Medaglione,238,131,462,5733,47.0,5.0,22,"Bomba,Bomba,Pozione",1,129,152,2.3,89,18,Dom,11.9,Mobile,1.2,4,48,5,Casual,Pubblicità,18,0
15768,Robert,16.0,F,Norfolk Island,Gracehaven,"Accountant, chartered",Superiore,2,Mago,25,92.0,12.0,1,Pozione,449,105,306,19450,1180.0,,58,Bomba,0,503,204,3.2,37,19,Gio,32.2,Tablet,1.1,6,206,3,Spender,Referral,4,0
15769,Michael,31.0,F,Saint Barthelemy,Castanedahaven,Newspaper journalist,Superiore,7,Guerriero,37,76.0,29.0,4,"Bomba,Pozione,Bomba",122,62,38,872,2214.0,5.0,19,"Pozione,Medaglione",0,987,51,1.6,14,6,Mer,56.2,Mobile,1.1,4,274,8,Hardcore,Pubblicità,16,0
15770,Brenda,30.0,M,Papua New Guinea,Barbaraport,"Engineer, electrical",Superiore,1,Mago,55,54.0,46.0,11,"Bomba,Pozione",307,21,169,16386,2069.0,9.0,83,"Medaglione,Scudo,Medaglione",0,840,257,1.5,22,20,Mar,59.7,PC,1.2,6,92,3,Casual,Organic,8,0
15771,Thomas,65.0,F,South Georgia and the South Sandwich Islands,North Michael,Chartered management accountant,Superiore,7,Mago,85,42.0,34.0,2,"Bomba,Spada",158,306,16,17331,4304.0,3.0,38,Medaglione,0,874,38,1.4,27,0,Ven,10.8,PC,1.1,3,166,8,Hardcore,Pubblicità,18,0
15772,Gabrielle,20.0,F,Czech Republic,West Brandon,Dietitian,Superiore,2,Mago,23,82.0,44.0,1,"Scudo,Scudo,Medaglione",28,341,446,18603,29.0,30.0,98,"Bomba,Medaglione",0,391,140,4.8,52,2,Mer,30.2,Mobile,1.0,8,26,6,Casual,Organic,16,0
15773,Nathaniel,37.0,M,Barbados,New Thomas,Structural engineer,Università,6,Guerriero,71,31.0,24.0,14,Pozione,84,369,281,4004,3934.0,13.0,20,"Bomba,Scudo,Scudo",1,285,349,3.3,126,7,Mar,1.7,PC,1.1,8,138,8,Casual,Pubblicità,7,0
15774,Joshua,18.0,M,Armenia,New Terrence,Landscape architect,Università,7,Mago,7,61.0,9.0,12,"Bomba,Pozione",185,471,430,3898,3464.0,19.0,90,"Medaglione,Pozione",1,48,66,2.4,168,12,Sab,27.1,Mobile,1.0,0,111,8,Casual,Pubblicità,8,1
