player_id,nome,eta,genere,paese,città,mestiere,istruzione,soddisfazione,classe_personaggio,livello,salute_media,attacco_medio,destrezza,oggetti_usati,numero_battaglie,numero_vittorie,numero_sconfitte,tempo_totale_giocato,crediti_attuali,spesa_mensile,numero_acquisti,tipo_acquisti,abbonamento_attivo,rimborso_totale,giorni_attivi,sessioni_giornaliere_medie,durata_media_sessione,ora_punta_login,giorno_settimana_attivo,pausa_media_tra_sessioni,tipo_dispositivo,versione_app,numero_crash,latency_media,bug_rilevati,cluster_comportamentale,canale_acquisizione,campagne_risposta,profilo_social_integrato
15455,Neil,16.0,F,Svalbard & Jan Mayen Islands,South Brandonside,Logistics and distribution manager,Superiore,3,Mago,62,76.0,8.0,1,Scudo,207,440,486,7445,4789.0,4.0,88,"Medaglione,Bomba",0,269,53,4.5,149,18,Mer,15.0,PC,1.2,0,118,7,Hardcore,Pubblicità,8,0
15456,Amanda,66.0,,Nigeria,Lake Matthewbury,Acupuncturist,Superiore,4,Guerriero,36,,46.0,13,"Pozione,Spada,Spada",192,92,372,5238,4051.0,6.0,44,Pozione,0,186,266,0.8,78,7,Sab,41.3,PC,1.2,4,180,3,Casual,Pubblicità,6,0
15457,Dominique,34.0,F,Czech Republic,South Leslie,Network engineer,Superiore,7,Mago,54,82.0,33.0,12,"Bomba,Pozione",85,179,169,9419,3676.0,3.0,35,"Scudo,Medaglione",0,725,287,2.9,169,14,Sab,65.8,PC,2.0,5,158,1,Casual,Pubblicità,19,1
15458,Darius,48.0,M,Niger,Kellyport,Optometrist,Università,2,Guerriero,1,84.0,10.0,18,Medaglione,372,374,479,8474,1379.0,22.0,43,"Medaglione,Bomba",0,967,184,2.4,14,3,Ven,10.6,PC,1.0,4,154,8,Casual,Referral,1,0
15459,Tyler,30.0,F,Monaco,Lake Mariastad,Technical brewer,Superiore,10,Mago,10,63.0,22.0,20,"Bomba,Medaglione,Bomba",95,72,257,15131,609.0,6.0,72,"Spada,Spada",1,663,361,3.1,49,9,Ven,67.0,PC,2.0,7,203,0,Casual,Referral,17,0
15460,Kelly,57.0,F,British Virgin Islands,Vanessaport,Travel agency manager,,8,Mago,33,,10.0,17,"Bomba,Pozione",394,200,234,10224,3414.0,6.0,72,"Scudo,Bomba,Medaglione",0,130,261,1.9,170,8,Ven,4.8,PC,2.0,7,197,8,Hardcore,Organic,17,0
15461,Maria,,M,French Southern Territories,Jonathanton,"Scientist, product/process development",Università,4,Mago,89,68.0,36.0,3,Scudo,354,494,5,6867,100.0,6.0,13,"Bomba,Scudo",1,187,30,3.3,134,11,Ven,1.5,PC,1.1,7,96,5,Casual,Pubblicità,19,0
15462,Katrina,14.0,M,Senegal,Teresaburgh,"Buyer, industrial",Superiore,7,Guerriero,28,65.0,37.0,14,Scudo,64,299,330,19314,2164.0,6.0,65,"Spada,Spada,Pozione",0,808,363,3.9,84,9,Dom,56.7,PC,1.2,9,184,7,Casual,Pubblicità,10,0
15463,Hannah,32.0,F,Argentina,South Jennifer,Air cabin crew,Università,2,Mago,65,96.0,,13,"Medaglione,Bomba,Medaglione",6,263,261,12571,3236.0,1.0,9,"Medaglione,Spada,Pozione",1,277,262,2.3,118,7,Dom,25.5,PC,1.0,2,195,1,Casual,Pubblicità,17,0
15464,Lisa,65.0,F,Ethiopia,Carlport,Trade union research officer,Scuola Media,6,Mago,97,68.0,7.0,13,"Scudo,Spada",345,81,371,13619,27.0,5.0,11,"Medaglione,Medaglione",1,376,93,2.6,165,12,Dom,70.5,Tablet,2.0,0,223,8,Casual,Pubblicità,13,1
15465,Stephen,68.0,M,Korea,Phillipsmouth,"Psychologist, counselling",Università,9,Mago,85,96.0,30.0,2,"Spada,Bomba,Spada",268,45,22,922,1550.0,2.0,96,"Medaglione,Scudo,Spada",1,358,349,4.9,49,13,Mer,33.2,PC,1.1,7,144,4,Casual,Pubblicità,11,0
15466,Jeffrey,13.0,M,China,Lake Rachelbury,Sport and exercise psychologist,Superiore,1,Mago,10,78.0,25.0,18,"Bomba,Spada,Bomba",417,24,74,11297,2898.0,6.0,76,"Pozione,Spada",0,62,51,0.7,25,9,Gio,15.7,Mobile,1.0,6,192,0,Casual,Pubblicità,19,0
15467,Austin,33.0,M,Guinea-Bissau,Thompsonstad,"Engineer, maintenance (IT)",Università,4,Guerriero,24,31.0,46.0,10,"Pozione,Spada",244,350,84,14838,61.0,73.0,17,"Bomba,Medaglione",0,820,316,2.1,101,9,Dom,42.9,Mobile,1.0,2,92,4,Casual,Pubblicità,9,1
15468,Catherine,31.0,,France,Port Henrychester,Pharmacologist,Università,1,Mago,100,87.0,45.0,20,"Pozione,Bomba",393,483,377,4408,3799.0,22.0,31,"Scudo,Medaglione,Scudo",0,289,8,3.0,179,7,Dom,3.5,PC,1.1,7,264,5,Casual,Pubblicità,18,0
15469,Debra,17.0,F,Uzbekistan,Cookside,Petroleum engineer,Superiore,4,Guerriero,36,85.0,14.0,8,Bomba,405,75,9,6390,2215.0,1.0,64,"Medaglione,Pozione,Scudo",1,513,107,4.2,129,7,Ven,8.8,Mobile,1.0,2,273,7,Spender,Organic,4,0
15470,Robert,61.0,M,Iran,Lake Ryanchester,Public affairs consultant,Scuola Media,7,Guerriero,86,95.0,21.0,5,"Spada,Pozione",182,374,372,3698,2671.0,20.0,8,Spada,0,394,88,2.9,131,8,Gio,69.0,PC,1.0,4,20,4,Casual,Referral,15,0
15471,Eric,26.0,F,United States Virgin Islands,Samanthashire,Archaeologist,Università,5,Mago,77,23.0,20.0,19,"Pozione,Medaglione,Spada",222,454,245,13456,4213.0,0.0,70,"Pozione,Bomba",0,634,134,2.0,114,8,Ven,57.8,PC,1.0,9,53,9,Casual,Pubblicità,4,0
15472,Jacqueline,44.0,F,Papua New Guinea,Thomasmouth,"Scientist, research (physical sciences)",Post-Laurea,3,Ladro,3,75.0,21.0,9,"Spada,Bomba,Bomba",492,428,491,11676,4830.0,25.0,38,Bomba,0,649,344,4.3,92,7,Mar,51.0,PC,1.2,2,69,8,Casual,Pubblicità,4,0
15473,Donna,46.0,M,Mauritania,Youngfurt,Waste management officer,Università,6,Guerriero,6,38.0,16.0,12,"Spada,Bomba,Spada",500,373,269,4594,3861.0,3.0,33,"Spada,Pozione,Spada",0,48,156,4.7,80,13,Mar,8.7,PC,1.1,3,238,7,Casual,Referral,13,0
15474,Kevin,63.0,M,Switzerland,Hornview,Podiatrist,Superiore,7,Mago,44,79.0,20.0,9,"Pozione,Medaglione,Medaglione",310,216,130,18454,3259.0,4.0,30,"Scudo,Bomba",0,360,200,1.8,34,17,Sab,46.5,PC,1.2,2,155,4,Spender,Organic,17,0
15475,Elijah,55.0,F,Czech Republic,Burtonside,Barista,Scuola Media,9,Guerriero,49,58.0,23.0,13,Pozione,376,210,498,14830,787.0,29.0,7,"Medaglione,Bomba,Spada",0,914,263,4.5,172,15,Mer,50.9,PC,1.1,1,78,3,Casual,Pubblicità,4,1
15476,Gregory,55.0,M,Western Sahara,West Darrell,Radiation protection practitioner,Scuola Media,4,Guerriero,11,72.0,29.0,18,"Pozione,Spada",180,141,464,17526,392.0,6.0,93,Bomba,0,270,251,0.8,121,12,Mer,64.5,PC,1.1,3,273,8,Casual,Referral,17,1
15477,Annette,52.0,F,Kyrgyz Republic,Jaredland,Radiation protection practitioner,Post-Laurea,10,Ladro,66,71.0,48.0,20,"Pozione,Pozione,Scudo",419,45,157,3192,2435.0,8.0,69,"Spada,Pozione,Spada",0,670,254,4.3,165,13,Dom,38.9,PC,1.2,7,279,1,Casual,Pubblicità,8,0
15478,David,44.0,M,Norway,South Jameschester,Psychiatric nurse,Superiore,5,Guerriero,30,79.0,24.0,6,"Spada,Scudo,Scudo",167,265,298,10949,1710.0,1.0,77,"Spada,Bomba,Pozione",1,512,313,1.9,52,0,Sab,17.9,PC,1.1,8,147,0,Casual,Organic,1,0
15479,Lauren,26.0,F,Cyprus,East Robertfurt,Astronomer,Università,3,Mago,57,39.0,,10,Medaglione,342,419,482,14012,4350.0,4.0,43,Bomba,0,129,62,2.7,62,9,Mer,16.7,Mobile,2.0,5,108,3,Casual,Pubblicità,19,0
15480,Lydia,47.0,F,Mongolia,Port Jennifer,Hydrologist,Superiore,9,Guerriero,79,48.0,23.0,3,"Spada,Scudo",388,229,150,43,4857.0,6.0,24,"Spada,Scudo",0,166,7,2.7,11,17,Sab,72.0,Mobile,1.1,1,256,1,Casual,Referral,10,1
15481,Linda,24.0,M,Pakistan,Kimberlyfort,"Sales professional, IT",Università,6,Mago,31,,33.0,3,"Spada,Bomba,Medaglione",252,418,160,14085,2976.0,3.0,16,"Pozione,Pozione,Bomba",0,384,211,1.6,134,12,Lun,24.4,Mobile,1.1,9,60,6,Casual,Pubblicità,0,0
15482,Carlos,36.0,M,United States Virgin Islands,North Travis,Environmental manager,Università,8,Guerriero,53,87.0,34.0,7,"Spada,Spada",190,92,62,5731,4691.0,23.0,83,"Scudo,Spada",0,47,65,4.2,34,12,Dom,60.2,Mobile,1.0,8,49,8,Casual,Organic,6,0
15483,Lawrence,38.0,F,North Macedonia,Lake Kimberly,"Lecturer, higher education",Università,8,Ladro,74,68.0,11.0,4,Bomba,316,170,25,3380,2671.0,7.0,63,"Scudo,Medaglione",0,865,11,1.5,60,9,Mar,24.3,PC,1.0,0,226,9,Hardcore,Pubblicità,16,0
15484,Jared,30.0,F,Reunion,New Daleburgh,Clothing/textile technologist,Scuola Media,2,Mago,67,49.0,49.0,6,Medaglione,464,29,165,7453,,,43,Spada,0,554,193,1.3,129,14,Mer,13.4,PC,1.1,4,275,9,Casual,Pubblicità,16,0
15485,Arthur,15.0,M,Iceland,New Arthur,"Physicist, medical",Post-Laurea,10,Guerriero,31,83.0,28.0,13,"Pozione,Pozione,Scudo",195,55,235,13224,3949.0,15.0,62,Bomba,0,850,344,1.1,173,13,Mar,38.4,PC,1.0,2,101,9,Hardcore,Pubblicità,14,0
15486,Nicholas,30.0,F,Comoros,Davidport,Special effects artist,Post-Laurea,7,Guerriero,30,84.0,13.0,2,"Bomba,Medaglione",7,285,393,11786,1165.0,7.0,6,Spada,0,694,220,4.4,164,15,Sab,15.1,PC,1.2,5,152,9,Spender,Pubblicità,3,0
15487,Todd,62.0,F,Turkey,Higginsstad,Museum/gallery curator,Scuola Media,4,Guerriero,60,39.0,26.0,14,Spada,56,444,38,19088,2784.0,7.0,63,Bomba,1,521,226,4.4,158,16,Mer,38.5,PC,2.0,0,42,9,Hardcore,Referral,8,0
15488,Barbara,26.0,F,Luxembourg,North Sandrachester,Surgeon,Università,8,Mago,9,57.0,49.0,7,"Bomba,Spada,Spada",196,352,175,15238,4507.0,55.0,31,Pozione,0,487,80,4.2,148,11,Gio,28.6,PC,1.2,6,97,9,Casual,Pubblicità,10,1
15489,Alexander,45.0,M,Turks and Caicos Islands,Mccoymouth,Learning disability nurse,Superiore,2,Mago,96,57.0,42.0,16,"Spada,Scudo",29,278,317,6956,2300.0,7.0,57,Spada,0,212,228,4.9,26,12,Mer,13.2,Mobile,1.1,4,152,4,Spender,Pubblicità,12,0
15490,Mary,68.0,F,Sao Tome and Principe,West Shawnville,"Administrator, arts",Superiore,7,Guerriero,46,62.0,17.0,15,Medaglione,255,261,39,5623,4765.0,7.0,31,"Spada,Bomba,Bomba",0,737,230,4.8,144,12,Mar,17.7,PC,1.1,2,272,1,Spender,Referral,6,0
15491,Amber,61.0,M,China,East Gregory,Stage manager,Università,8,Guerriero,24,96.0,40.0,15,"Bomba,Spada,Bomba",237,439,457,19359,1878.0,2.0,14,"Pozione,Medaglione,Pozione",0,469,102,2.6,130,16,Mer,69.5,Mobile,1.1,6,261,3,Casual,Pubblicità,15,1
15492,Jesse,41.0,M,Guam,Ramirezton,Accounting technician,Scuola Media,2,Ladro,51,42.0,47.0,13,"Pozione,Spada",246,415,421,8525,1041.0,9.0,54,"Spada,Scudo",0,497,325,1.4,29,1,Gio,57.8,PC,2.0,4,96,9,Casual,Pubblicità,5,0
15493,Connie,39.0,F,Zimbabwe,Juanmouth,Artist,Superiore,2,Mago,64,,17.0,7,"Bomba,Scudo,Bomba",436,94,122,16819,2830.0,14.0,10,"Bomba,Medaglione",0,239,43,2.0,108,13,Ven,37.6,Mobile,1.2,6,40,2,Hardcore,Pubblicità,14,0
15494,Michael,40.0,M,Cayman Islands,Tylerbury,Event organiser,Post-Laurea,3,Guerriero,91,83.0,35.0,20,"Spada,Scudo",109,27,411,15117,1365.0,3.0,29,"Bomba,Bomba,Spada",0,95,60,1.7,123,11,Mer,43.1,PC,1.1,7,176,6,Casual,Organic,14,0
15495,Melanie,69.0,F,Bermuda,Isaiahton,"Teacher, music",,1,Guerriero,85,52.0,43.0,2,"Medaglione,Scudo",381,268,232,3291,208.0,35.0,27,"Medaglione,Medaglione,Spada",1,898,53,4.2,177,9,Mer,45.6,Mobile,1.0,3,292,4,Casual,Pubblicità,3,0
15496,Beth,36.0,F,Nepal,Caseyburgh,Osteopath,Università,2,Guerriero,91,28.0,26.0,14,"Pozione,Bomba",378,109,134,417,3099.0,3.0,10,"Scudo,Bomba,Pozione",0,209,131,2.6,19,10,Lun,37.2,Mobile,1.2,0,63,8,Casual,Pubblicità,14,0
15497,Janice,,M,Nicaragua,North Robert,Advertising account planner,Superiore,6,,50,,17.0,4,"Medaglione,Scudo",384,174,213,2160,2469.0,13.0,10,"Medaglione,Pozione",1,64,86,2.9,72,0,Mer,10.0,Mobile,2.0,2,247,4,Casual,Referral,18,1
15498,Rachel,49.0,M,Vanuatu,Rodneyside,Retail manager,Post-Laurea,7,Mago,45,72.0,46.0,4,"Pozione,Spada",110,300,206,8475,3448.0,2.0,64,"Scudo,Bomba",0,566,216,3.4,128,9,Lun,22.3,PC,1.2,3,204,1,Casual,Pubblicità,14,0
15499,Sarah,16.0,M,Palestinian Territory,Lisaport,Accommodation manager,Università,10,Mago,27,53.0,32.0,13,"Scudo,Medaglione,Pozione",68,82,30,1147,3693.0,3.0,65,"Scudo,Bomba",0,812,295,3.5,107,0,Dom,50.4,PC,1.1,1,148,3,Casual,Organic,5,0
15500,Anna,61.0,F,Central African Republic,East Christineland,"Engineer, manufacturing systems",Superiore,2,Mago,96,94.0,48.0,20,Spada,38,73,214,11858,148.0,2.0,95,Bomba,1,691,135,3.5,157,14,Sab,67.1,Mobile,2.0,7,175,6,Casual,Pubblicità,6,0
15501,Yvonne,29.0,F,Nauru,Melissaview,Homeopath,Post-Laurea,10,Mago,18,94.0,11.0,6,Pozione,272,184,438,616,865.0,7.0,19,"Bomba,Bomba,Spada",1,589,129,1.7,27,2,Mar,27.6,PC,1.1,9,15,2,Casual,Pubblicità,0,0
15502,Michelle,45.0,F,British Virgin Islands,Dannytown,IT trainer,Superiore,1,Ladro,69,36.0,5.0,14,Scudo,65,350,378,9594,4898.0,21.0,0,Medaglione,1,578,256,3.6,65,0,Lun,33.8,PC,1.1,1,126,2,Casual,Pubblicità,7,0
15503,Matthew,47.0,M,Bolivia,East Crystal,"Accountant, chartered public finance",Scuola Media,3,Mago,88,64.0,40.0,4,"Medaglione,Spada,Bomba",335,120,335,2057,3310.0,17.0,60,"Bomba,Scudo",1,308,22,3.6,10,9,Sab,57.1,PC,1.1,4,163,6,Casual,Organic,11,1
15504,John,39.0,M,Saint Vincent and the Grenadines,New Mariahchester,Information systems manager,Università,2,Mago,33,75.0,8.0,7,Bomba,204,363,439,285,1327.0,2.0,63,Medaglione,0,330,347,1.9,101,10,Ven,61.2,Mobile,1.1,4,272,9,Casual,Pubblicità,5,0
15505,Adam,26.0,M,Venezuela,Charlesmouth,Corporate investment banker,Scuola Media,2,,45,58.0,33.0,1,"Bomba,Scudo",391,296,404,3511,2489.0,18.0,25,Medaglione,1,94,245,1.8,29,23,Sab,59.4,PC,2.0,1,262,0,Casual,Pubblicità,7,1
15506,Matthew,21.0,M,Lebanon,Matthewchester,IT technical support officer,,8,Guerriero,75,59.0,9.0,15,"Medaglione,Medaglione",500,311,181,6979,1634.0,7.0,78,"Pozione,Pozione,Pozione",0,89,42,3.2,150,13,Dom,47.9,PC,2.0,0,261,3,Hardcore,Organic,17,1
15507,Mary,15.0,F,Jersey,Gayfurt,Intelligence analyst,Superiore,2,Mago,90,64.0,21.0,10,Spada,309,87,102,14163,790.0,,11,Medaglione,1,950,340,3.9,53,8,Lun,36.3,PC,2.0,2,257,3,Casual,Pubblicità,15,0
15508,Chad,54.0,F,Canada,South Judithchester,"Surveyor, building control",Superiore,10,Guerriero,68,20.0,10.0,2,"Medaglione,Medaglione,Spada",303,72,344,6388,208.0,11.0,73,"Pozione,Pozione,Scudo",1,834,18,4.4,166,1,Ven,68.0,Tablet,2.0,8,121,8,Casual,Pubblicità,7,1
15509,James,66.0,F,Belgium,Brianland,"Horticulturist, commercial",Scuola Media,3,,90,49.0,45.0,14,"Medaglione,Scudo",179,264,98,17295,1704.0,38.0,26,Pozione,0,195,263,4.0,113,0,Mer,45.1,PC,1.1,9,46,8,Spender,Organic,13,0
15510,Natasha,25.0,M,Taiwan,Elizabethchester,"Sales professional, IT",Scuola Media,10,,64,42.0,33.0,7,Scudo,461,327,486,3084,4545.0,5.0,76,Medaglione,0,909,78,2.6,61,9,Mar,14.9,PC,1.0,1,218,1,Casual,Organic,1,0
15511,Craig,61.0,F,China,South Mary,Call centre manager,Scuola Media,5,Mago,46,79.0,11.0,2,"Pozione,Medaglione",84,174,370,8494,2887.0,2.0,47,"Scudo,Bomba",0,651,36,0.9,60,15,Sab,69.3,PC,1.0,9,60,4,Hardcore,Referral,6,1
15512,Cesar,67.0,M,Ukraine,West Jonathan,Facilities manager,Scuola Media,10,Guerriero,85,36.0,23.0,15,"Spada,Medaglione,Spada",425,178,166,12708,1947.0,5.0,89,"Pozione,Medaglione",0,965,136,2.8,96,19,Mar,23.5,Mobile,1.1,6,108,8,Hardcore,Organic,7,0
15513,Teresa,51.0,F,Aruba,Russellborough,Freight forwarder,Università,3,Mago,98,35.0,31.0,20,"Scudo,Spada,Bomba",378,323,80,359,3293.0,30.0,92,"Pozione,Scudo",0,476,222,3.3,16,13,Mer,19.8,Tablet,1.1,5,216,5,Spender,Pubblicità,2,0
15514,Brandon,42.0,M,Maldives,New Melissa,Insurance underwriter,Università,4,Guerriero,52,32.0,16.0,9,"Scudo,Bomba",342,110,239,1887,2137.0,28.0,13,Pozione,0,874,360,4.6,144,9,Sab,17.3,Tablet,1.1,8,79,7,Hardcore,Pubblicità,5,0
15515,Christopher,18.0,M,Fiji,Tranport,Health and safety inspector,Scuola Media,7,Mago,83,81.0,29.0,11,Spada,337,191,339,17040,2664.0,11.0,99,"Pozione,Scudo",0,937,352,1.3,29,12,Sab,47.5,Mobile,1.2,2,222,4,Casual,Pubblicità,19,0
15516,Robert,22.0,F,Uzbekistan,West Danielleburgh,Field seismologist,Superiore,2,Ladro,58,90.0,15.0,15,Pozione,213,379,265,19218,965.0,36.0,7,"Spada,Bomba,Medaglione",0,624,6,3.1,76,14,Mar,22.2,PC,1.2,8,136,6,Casual,Pubblicità,1,0
15517,Robert,29.0,M,Guam,East Markhaven,"Restaurant manager, fast food",Università,10,Guerriero,47,51.0,17.0,12,Spada,66,78,227,9548,3299.0,2.0,37,"Medaglione,Medaglione,Medaglione",0,16,153,2.7,156,13,Dom,54.1,Mobile,1.2,6,185,2,Casual,Referral,19,0
15518,Theresa,69.0,F,Tokelau,Lake Alyssaburgh,"Psychologist, occupational",Università,4,Guerriero,94,36.0,10.0,11,"Bomba,Spada",155,259,258,4274,566.0,13.0,24,"Medaglione,Spada",1,836,143,4.9,8,20,Mer,40.4,PC,1.1,8,42,3,Casual,Organic,16,0
15519,Brandon,25.0,M,Montserrat,Andrestad,"Engineer, mining",Università,2,Guerriero,88,49.0,32.0,6,Medaglione,313,80,73,13575,705.0,,85,"Spada,Pozione",1,663,200,1.9,106,12,Gio,17.0,Mobile,2.0,8,138,1,Hardcore,Referral,17,0
15520,Christine,58.0,F,San Marino,Cookchester,IT consultant,Università,6,Guerriero,49,58.0,20.0,8,"Spada,Bomba",160,320,5,7692,1988.0,53.0,13,"Medaglione,Medaglione,Bomba",0,337,14,3.4,30,7,Dom,1.6,Mobile,1.1,2,47,7,Casual,Organic,13,1
15521,Robert,38.0,F,Luxembourg,Garciaborough,Licensed conveyancer,Superiore,5,Guerriero,21,74.0,49.0,5,"Scudo,Pozione,Bomba",137,422,269,10051,3156.0,22.0,62,Bomba,0,363,143,2.7,63,11,Gio,53.3,Mobile,1.2,5,42,8,Casual,Pubblicità,15,0
15522,Aaron,27.0,M,Bahrain,North Regina,Product manager,Università,7,Guerriero,12,74.0,35.0,2,Medaglione,96,481,299,13756,2614.0,10.0,87,"Bomba,Spada,Spada",1,496,192,1.5,65,10,Gio,40.0,Mobile,1.0,5,273,9,Spender,Pubblicità,16,0
15523,Jeremy,47.0,M,Bouvet Island (Bouvetoya),Port Isaiah,Air cabin crew,Scuola Media,3,Mago,61,57.0,43.0,16,Pozione,321,484,131,16265,2231.0,11.0,14,"Pozione,Pozione",0,496,101,4.1,58,13,Dom,65.7,Mobile,1.1,1,123,5,Casual,Organic,14,0
15524,Leslie,20.0,F,Cook Islands,North Robertmouth,Dealer,Superiore,10,Mago,6,75.0,22.0,20,"Medaglione,Scudo",90,208,345,12646,2068.0,1.0,14,"Scudo,Medaglione",0,609,160,1.7,22,7,Sab,66.7,PC,2.0,2,289,0,Casual,Pubblicità,9,0
15525,James,49.0,M,Madagascar,North Richardfurt,Human resources officer,Superiore,4,Mago,14,60.0,6.0,9,"Bomba,Pozione",399,57,468,14369,2129.0,6.0,23,"Bomba,Medaglione,Scudo",0,514,177,2.5,62,10,Mar,24.5,PC,1.2,9,33,0,Hardcore,Referral,14,0
15526,Christine,27.0,M,Uzbekistan,Floresberg,Tourism officer,Università,4,Guerriero,96,68.0,35.0,5,"Scudo,Scudo,Bomba",405,226,246,1730,3261.0,8.0,82,"Bomba,Medaglione",0,959,273,1.9,66,14,Lun,52.5,PC,1.2,9,262,6,Spender,Organic,13,1
15527,Kayla,53.0,M,Pitcairn Islands,Jeanside,"Geologist, engineering",Scuola Media,2,Guerriero,41,30.0,10.0,19,"Scudo,Medaglione",280,338,34,8202,4066.0,18.0,61,Spada,0,414,179,2.7,179,9,Ven,20.5,PC,1.1,1,221,1,Hardcore,Organic,7,1
15528,Sarah,20.0,F,Turkmenistan,East Angelaville,Learning mentor,Superiore,1,Guerriero,64,67.0,31.0,4,"Spada,Spada,Bomba",498,287,334,9511,4647.0,7.0,68,"Scudo,Spada",0,663,338,3.8,12,1,Lun,38.4,PC,2.0,5,289,7,Casual,Pubblicità,11,0
15529,Barbara,64.0,F,Slovenia,Lake Jayside,Historic buildings inspector/conservation officer,Università,5,Guerriero,3,29.0,38.0,11,"Bomba,Spada,Scudo",378,425,256,16408,103.0,2.0,50,"Medaglione,Medaglione",1,145,177,1.4,79,11,Mar,23.9,Mobile,1.1,8,285,8,Hardcore,Pubblicità,10,0
15530,Audrey,64.0,M,Zambia,North Luisburgh,Product/process development scientist,Superiore,1,,65,89.0,46.0,18,"Spada,Spada",439,390,465,7692,3815.0,6.0,18,"Bomba,Bomba,Spada",0,669,324,2.0,151,11,Ven,6.3,PC,1.2,0,184,3,Casual,Pubblicità,7,0
15531,Donna,37.0,M,Lithuania,North Brittanyton,Horticultural consultant,Post-Laurea,2,Guerriero,44,91.0,22.0,4,"Bomba,Bomba,Bomba",369,459,86,2949,1507.0,5.0,34,Spada,0,732,270,1.2,92,13,Lun,52.1,Mobile,1.0,8,248,6,Casual,Organic,2,0
15532,Heather,14.0,M,Congo,Starkberg,"Journalist, broadcasting",Post-Laurea,1,Guerriero,26,31.0,49.0,2,"Medaglione,Bomba",193,361,8,15100,1202.0,10.0,91,Bomba,1,57,58,3.6,89,8,Dom,51.6,PC,1.2,0,259,6,Casual,Pubblicità,10,1
15533,Traci,65.0,M,Iceland,Brownstad,Health and safety inspector,Università,6,Guerriero,24,24.0,37.0,2,"Scudo,Bomba",14,143,350,12127,887.0,5.0,0,"Pozione,Scudo,Scudo",0,396,110,2.7,117,6,Gio,34.2,PC,2.0,7,192,0,Casual,Pubblicità,16,0
15534,Rhonda,36.0,M,Sao Tome and Principe,Jamesburgh,Fashion designer,Post-Laurea,10,Mago,81,72.0,19.0,10,Medaglione,77,426,97,17835,3165.0,1.0,44,"Medaglione,Pozione",0,222,227,4.9,24,10,Gio,55.1,Mobile,1.1,3,247,3,Hardcore,Pubblicità,19,0
15535,Henry,64.0,M,Mauritania,Jillton,Professor Emeritus,Superiore,5,Mago,24,24.0,31.0,20,"Pozione,Spada,Medaglione",458,444,27,15554,4133.0,1.0,90,Medaglione,1,551,293,2.1,38,10,Mer,52.6,Tablet,1.1,3,243,6,Spender,Pubblicità,9,1
15536,Kyle,23.0,F,Iceland,Romeromouth,Chartered management accountant,Scuola Media,1,Guerriero,4,74.0,50.0,7,"Bomba,Scudo,Medaglione",408,82,232,7095,1791.0,30.0,1,Spada,0,618,328,0.7,20,4,Dom,15.6,PC,1.1,5,237,6,Casual,Organic,7,0
15537,Alison,34.0,M,Andorra,Michaelfort,"Education officer, environmental",Superiore,9,Guerriero,88,42.0,34.0,13,"Scudo,Bomba,Bomba",122,139,55,15535,54.0,3.0,72,Bomba,0,200,54,4.2,119,5,Mar,48.1,PC,1.2,8,212,9,Casual,Pubblicità,7,0
15538,Shawn,19.0,F,Congo,Joshuaport,Newspaper journalist,Superiore,3,Guerriero,71,89.0,35.0,11,"Scudo,Medaglione",321,252,136,12375,1333.0,1.0,18,"Spada,Pozione",1,809,330,4.6,117,14,Mer,65.9,PC,1.0,0,18,5,Hardcore,Pubblicità,10,1
15539,Darren,,F,Uzbekistan,Jacksonberg,Illustrator,Università,9,Guerriero,21,62.0,16.0,14,Pozione,52,390,287,6836,1986.0,9.0,83,Pozione,0,29,111,1.9,37,9,Dom,21.8,PC,1.0,5,106,0,Casual,Referral,18,1
15540,David,55.0,F,Taiwan,Chambersshire,Research scientist (physical sciences),Post-Laurea,10,Mago,21,30.0,24.0,2,"Bomba,Bomba",139,182,308,9240,255.0,12.0,79,"Scudo,Medaglione,Medaglione",0,680,359,4.7,39,7,Dom,10.1,Tablet,1.2,3,126,7,Hardcore,Referral,2,1
15541,Regina,55.0,F,Switzerland,New Rachel,Chemical engineer,Scuola Media,1,Guerriero,44,82.0,29.0,18,"Medaglione,Bomba",377,339,439,8852,2122.0,6.0,61,"Pozione,Medaglione",0,631,286,2.0,165,13,Mar,33.1,PC,2.0,5,81,8,Casual,Pubblicità,0,1
15542,Jennifer,42.0,M,Comoros,North Brettmouth,Oncologist,Scuola Media,5,Ladro,84,45.0,17.0,6,"Bomba,Medaglione",470,358,185,3260,3915.0,5.0,86,Bomba,0,633,111,2.9,157,17,Dom,24.5,Mobile,1.2,0,278,7,Casual,Organic,15,1
15543,Brian,42.0,F,Cote d'Ivoire,Shepherdside,Learning mentor,Superiore,9,Guerriero,24,39.0,15.0,17,Spada,276,382,449,17264,4233.0,13.0,20,"Pozione,Medaglione",0,659,281,3.0,116,10,Mer,30.7,Mobile,1.0,9,40,4,Casual,Pubblicità,0,0
15544,Daniel,62.0,F,Anguilla,Stephaniestad,"Engineer, water",Scuola Media,6,Ladro,72,21.0,6.0,3,Spada,408,311,202,5305,4668.0,11.0,29,Scudo,0,169,76,4.8,176,11,Mer,4.9,PC,1.2,3,132,5,Hardcore,Pubblicità,12,1
15545,Sarah,,M,Svalbard & Jan Mayen Islands,East Roberta,Corporate treasurer,Post-Laurea,5,Ladro,46,88.0,15.0,14,Bomba,359,468,330,8676,2797.0,12.0,41,Spada,0,620,10,1.6,8,15,Mer,49.5,Mobile,1.1,3,40,8,Casual,Pubblicità,5,0
